run_dir,pred_file,true_file,n,ARI,Purity
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep1\labels.csv,64,0.047439,0.625000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p50drop_rep2\labels.csv,64,0.270937,0.765625
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep0\labels.csv,64,-0.015873,0.500000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep1\labels.csv,64,-0.011140,0.531250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev40_p75drop_rep2\labels.csv,64,-0.010568,0.531250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep0\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep1\labels.csv,64,0.876961,0.968750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p0drop_rep2\labels.csv,64,0.937485,0.984375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep0\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep1\labels.csv,64,0.876961,0.968750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p10drop_rep2\labels.csv,64,0.761905,0.937500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep0\labels.csv,64,0.937485,0.984375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep1\labels.csv,64,0.761905,0.937500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p25drop_rep2\labels.csv,64,0.707383,0.921875
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep0\labels.csv,64,0.464993,0.843750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep1\labels.csv,64,0.604372,0.890625
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p50drop_rep2\labels.csv,64,0.464993,0.843750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep0\labels.csv,64,0.305381,0.781250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep1\labels.csv,64,-0.007055,0.546875
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev50_p75drop_rep2\labels.csv,64,-0.006802,0.546875
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep0\labels.csv,64,0.937485,0.984375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep1\labels.csv,64,0.509431,0.859375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p0drop_rep2\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep0\labels.csv,64,0.818409,0.953125
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep1\labels.csv,64,0.761905,0.937500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p10drop_rep2\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep0\labels.csv,64,0.509184,0.859375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep1\labels.csv,64,0.381770,0.812500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p25drop_rep2\labels.csv,64,0.937485,0.984375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep0\labels.csv,64,0.126819,0.687500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep1\labels.csv,64,0.002012,0.562500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p50drop_rep2\labels.csv,64,0.555891,0.875000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep0\labels.csv,64,0.020150,0.593750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep1\labels.csv,64,-0.012442,0.515625
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev60_p75drop_rep2\labels.csv,64,0.509431,0.859375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep0\labels.csv,64,0.937485,0.984375
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep1\labels.csv,64,0.818432,0.953125
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p0drop_rep2\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep0\labels.csv,64,0.876961,0.968750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep1\labels.csv,64,0.818432,0.953125
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p10drop_rep2\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep0\labels.csv,64,0.761905,0.937500
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep1\labels.csv,64,0.654871,0.906250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p25drop_rep2\labels.csv,64,1.000000,1.000000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep0\labels.csv,64,0.555444,0.875000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep1\labels.csv,64,0.464993,0.843750
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p50drop_rep2\labels.csv,64,0.707309,0.921875
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep0\labels.csv,64,0.237951,0.750000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep1\labels.csv,64,0.047439,0.625000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep2,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep2\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L30_n32_plev70_p75drop_rep2\labels.csv,64,0.421563,0.828125
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep0\labels.csv,256,0.002199,0.539062
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p0drop_rep1\labels.csv,256,0.008417,0.554688
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep0\labels.csv,256,-0.001615,0.523438
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p10drop_rep1\labels.csv,256,0.005074,0.546875
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep0\labels.csv,256,-0.001707,0.523438
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p25drop_rep1\labels.csv,256,0.003506,0.542969
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep0\labels.csv,256,-0.002255,0.519531
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p50drop_rep1\labels.csv,256,0.378813,0.808594
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep0\labels.csv,256,0.013774,0.566406
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev30_p75drop_rep1\labels.csv,256,-0.000012,0.531250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep0\labels.csv,256,0.062830,0.628906
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p0drop_rep1\labels.csv,256,0.341182,0.792969
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep0\labels.csv,256,-0.003856,0.503906
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p10drop_rep1\labels.csv,256,0.526174,0.863281
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep0\labels.csv,256,0.459926,0.839844
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p25drop_rep1\labels.csv,256,0.684591,0.914062
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep0\labels.csv,256,0.271452,0.761719
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p50drop_rep1\labels.csv,256,0.724096,0.925781
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep0\labels.csv,256,0.047596,0.613281
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev40_p75drop_rep1\labels.csv,256,0.000173,0.531250
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep0\labels.csv,256,0.984375,0.996094
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p0drop_rep1\labels.csv,256,0.439027,0.832031
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep0\labels.csv,256,0.968872,0.992188
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p10drop_rep1\labels.csv,256,0.398411,0.816406
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep0\labels.csv,256,0.724101,0.925781
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p25drop_rep1\labels.csv,256,0.332075,0.789062
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep0\labels.csv,256,0.560886,0.875000
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep1,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep1\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p50drop_rep1\labels.csv,256,0.255662,0.753906
C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p75drop_rep0,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p75drop_rep0\clusters_pred.csv,C:\ARI_Dashboard\Essaie\A_noise_dense\run_k2L40_n128_plev50_p75drop_rep0\labels.csv,256,-0.002922,0.515625
